Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Denis Ducharme,Louis Gagnon,Bernard Généreux,Serge Haché,Hugo Latulippe,Aladin Legault d'Auteuil,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 138","Saint-Omer",1,31,83,1,4,22,2,144,249
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 139","Tourville",0,30,71,1,7,6,0,115,250
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 140","Tourville",2,28,72,0,4,12,2,120,240
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 141","Saint-Aubert",2,26,78,3,9,15,1,134,326
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 142","Saint-Aubert",8,47,97,4,11,24,4,195,403
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 143","Saint-Aubert",5,44,86,2,15,22,3,177,419
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 144","Sainte-Perpétue",1,19,61,3,4,18,7,113,293
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 145","Sainte-Perpétue",0,19,78,0,3,13,5,118,321
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 146","Sainte-Perpétue",0,26,100,0,2,22,7,157,408
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 147","Sainte-Perpétue",0,28,76,1,0,14,3,122,301
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 148","L'Islet",2,37,46,6,12,27,2,132,314
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 149","L'Islet",7,61,95,0,21,37,4,225,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 150","L'Islet",3,44,54,0,12,32,2,147,311
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 151","L'Islet",3,27,62,2,13,33,2,142,321
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 152","L'Islet",2,47,82,0,8,20,4,163,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 153","L'Islet",2,36,76,2,6,25,3,150,298
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 154","Saint-Pamphile",3,32,98,1,6,19,2,161,346
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 155","Saint-Pamphile",1,43,97,0,6,21,3,171,410
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 156","Saint-Pamphile",1,28,65,0,2,17,2,115,279
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 157","Saint-Pamphile",3,37,64,0,7,22,1,134,275
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 158","Saint-Pamphile",1,14,77,0,0,12,2,106,267
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 159","Saint-Pamphile",1,36,96,1,5,25,5,169,364
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 160","L'Islet",1,45,77,1,18,32,3,177,354
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 161","L'Islet",4,25,84,1,11,23,2,150,364
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 162","L'Islet",4,45,68,2,6,17,3,145,302
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 163","Sainte-Félicité",1,46,68,1,5,32,3,156,307
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 164","Saint-Cyrille-de-Lessard",7,51,108,5,5,25,3,204,319
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 165","Saint-Cyrille-de-Lessard",1,23,112,0,9,27,1,173,291
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 166","Saint-Antoine-de-l'Isle-aux-Grues",1,21,40,0,1,14,0,77,101
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 167","Cap-Saint-Ignace",2,28,62,1,3,19,1,116,279
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 168","Cap-Saint-Ignace",8,36,116,0,14,31,4,209,411
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 169","Cap-Saint-Ignace",2,28,78,1,4,18,4,135,276
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 170","Cap-Saint-Ignace",0,39,75,0,14,27,2,157,313
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 171","Cap-Saint-Ignace",1,27,82,0,2,15,1,128,296
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 172","Cap-Saint-Ignace",2,41,66,3,7,33,5,157,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 173","Cap-Saint-Ignace",0,36,86,0,5,36,3,166,322
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 174","Cap-Saint-Ignace",1,22,67,0,10,22,2,124,283
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 175","Saint-Marcel",5,28,139,7,3,32,1,215,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 176","Montmagny",1,55,120,5,24,24,7,236,518
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 177","Montmagny",2,52,85,1,13,51,5,209,462
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 178","Montmagny",5,50,109,1,16,28,4,213,438
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 179","Montmagny",6,51,115,1,13,29,1,216,433
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 180","Montmagny",6,43,112,2,21,28,5,217,460
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 181","Montmagny",6,41,78,1,10,38,4,178,405
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 182","Montmagny",5,50,89,2,8,26,4,184,405
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 183","Montmagny",4,46,115,6,8,19,2,200,396
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 184","Saint-Adalbert",1,19,69,2,2,15,3,111,197
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 185","Saint-Adalbert",0,23,61,1,1,26,2,114,204
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 186","Montmagny",0,40,62,2,15,35,3,157,438
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 187","Montmagny",4,34,62,0,8,16,9,133,323
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 188","Montmagny",4,33,51,1,1,21,5,116,339
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 189","Montmagny",2,18,54,1,5,15,4,99,339
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 190","Montmagny",3,35,54,4,11,28,1,136,431
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 191","Montmagny",7,33,60,1,15,18,7,141,408
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 192","Montmagny",0,32,64,0,2,28,3,129,332
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 193","Montmagny",1,37,64,1,7,19,2,131,325
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 194","Montmagny",2,36,88,3,14,35,3,181,407
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 195","Montmagny",1,33,60,2,10,31,3,140,360
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 196","Montmagny",2,40,64,2,14,31,2,155,330
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 197","Montmagny",5,30,82,1,5,22,4,149,308
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 198","Montmagny",4,32,93,2,13,20,4,168,374
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 199","Montmagny",7,33,102,0,7,20,2,171,410
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 200","Montmagny",3,32,58,3,4,27,2,129,432
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 201","Sainte-Apolline-de-Patton",5,19,74,3,4,13,1,119,223
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 202","Sainte-Apolline-de-Patton",2,17,72,2,3,7,2,105,192
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 203","Berthier-sur-Mer",5,47,65,4,16,34,1,172,300
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 204","Berthier-sur-Mer",6,62,109,3,26,38,6,250,396
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 205","Berthier-sur-Mer",2,77,59,1,9,21,2,171,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 206","Berthier-sur-Mer",3,56,130,2,14,42,2,249,392
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 207","Notre-Dame-du-Rosaire",3,32,113,3,5,28,3,187,312
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 208","Saint-Pierre-de-la-Rivière-du-Sud",2,44,103,2,18,20,2,191,349
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 209","Saint-Pierre-de-la-Rivière-du-Sud",3,30,113,1,9,27,9,192,355
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 210","Sainte-Lucie-de-Beauregard",2,20,76,1,5,29,6,139,241
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 211","Saint-François-de-la-Rivière-du-Sud",2,24,78,3,3,15,1,126,234
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 212","Saint-François-de-la-Rivière-du-Sud",3,58,104,2,9,17,3,196,339
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 213","Saint-François-de-la-Rivière-du-Sud",4,50,122,1,13,20,8,218,401
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 214","Saint-François-de-la-Rivière-du-Sud",4,21,84,1,8,12,4,134,246
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 215","Sainte-Euphémie",0,42,103,3,9,15,2,174,303
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 216","Lac-Frontière",0,22,56,1,3,12,2,96,143
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 217","Saint-Paul-de-Montminy",5,30,65,2,6,29,3,140,295
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 218","Saint-Paul-de-Montminy",14,24,65,3,6,30,3,145,340
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 219","Saint-Fabien-de-Panet",7,48,86,1,2,26,5,175,343
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 220","Saint-Fabien-de-Panet",3,60,116,4,7,35,3,228,397
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 221","Saint-Just-de-Bretenières",2,27,89,1,6,19,2,146,274
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 222","Saint-Just-de-Bretenières",1,26,94,5,3,23,2,154,290
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 400","Montmagny",0,10,30,0,5,52,12,109,178
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 500","Mobile poll/Bureau itinérant",0,11,19,0,1,19,2,52,143
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 501","Mobile poll/Bureau itinérant",4,18,21,0,1,36,15,95,158
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 502","Mobile poll/Bureau itinérant",2,31,40,1,1,32,3,110,161
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503A","Mobile poll/Bureau itinérant",1,54,33,1,9,69,12,179,259
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,17
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 504","Mobile poll/Bureau itinérant",2,46,54,2,4,60,9,177,250
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 505","Mobile poll/Bureau itinérant",0,4,14,1,0,15,6,40,109
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 506","Mobile poll/Bureau itinérant",1,20,25,0,4,31,5,86,81
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 507","Mobile poll/Bureau itinérant",2,6,40,0,0,25,1,74,133
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 508","Mobile poll/Bureau itinérant",0,5,12,0,0,6,1,24,73
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 509","Mobile poll/Bureau itinérant",1,1,13,1,1,14,0,31,68
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 510","Mobile poll/Bureau itinérant",1,4,13,1,1,23,2,45,77
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 511","Mobile poll/Bureau itinérant",0,11,12,0,0,7,0,30,74
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 512","Mobile poll/Bureau itinérant",0,10,18,0,1,20,10,59,78
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 600","Cacouna",12,155,149,3,45,63,3,430,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 601","Saint-Épiphane",8,87,94,5,21,43,8,266,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 602","Saint-François-Xavier-de-Viger",4,55,57,0,5,22,1,144,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 603","Saint-Antonin",9,259,260,5,42,101,11,687,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 604","Rivière-du-Loup",18,385,358,4,61,170,18,1014,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 605","Rivière-du-Loup",18,367,253,5,68,199,21,931,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 606","Rivière-du-Loup",8,310,274,4,68,160,10,834,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 607","Rivière-du-Loup",20,463,381,4,72,257,16,1213,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 608","Saint-Alexandre-de-Kamouraska",5,119,142,2,26,58,10,362,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 609","Saint-Pascal",9,254,310,11,52,101,20,757,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 610","Mont-Carmel",4,121,129,1,24,39,5,323,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 611","Saint-Pacôme",7,148,151,1,32,54,5,398,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 612","La Pocatière",24,274,343,5,47,112,13,818,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 613","Saint-Jean-Port-Joli",8,125,195,4,21,54,5,412,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 614","Riviere-des-Loup",14,179,200,4,31,94,7,529,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 615","L'Islet",13,146,233,10,32,69,12,515,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 616","Saint-Aubert",9,57,144,3,20,45,3,281,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 617","Sainte-Perpétue",5,75,139,7,3,36,5,270,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 618","Saint-Pamphile",4,61,147,1,9,32,2,256,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 619","Saint-Paul-de-Montminy",7,73,114,6,7,32,4,243,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 620","Cap-Saint-Ignace",12,80,223,5,30,83,5,438,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 621","Saint-Antoine-de-l'Isle-aux-Grues",13,225,515,7,67,180,22,1029,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 622","Montmagny",20,241,443,10,26,203,32,975,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 623","Berthier-sur-Mer",7,112,166,10,24,57,3,379,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 1/Groupe 1, 1,7,6,0,4,24,4,46,43
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 2/Groupe 2, 51,286,331,13,113,193,9,996,
